Ensembl_ID	MN_1	OSFSCC_1	MN_2	OSFSCC_2
ENSG00000253799.1_9	0	1	0	0
ENSG00000180694.14_8	1003	3272	2160	2501
ENSG00000246792.3_10	5	4	2	0
ENSG00000254182.1_7	0	1	12	0
ENSG00000123119.12_6	12	55	30	19
ENSG00000254251.1_10	0	0	2	0
ENSG00000289502.1_1	0	0	0	0
ENSG00000253250.3_7	39	13	17	7
ENSG00000155099.8_9	146	439	352	774
ENSG00000253358.1_8	0	1	0	0
ENSG00000254219.1_10	0	1	1	0
ENSG00000253738.3_12	909	2622	2216	3428
ENSG00000155100.11_11	300	1244	757	3786
ENSG00000214954.9_8	22	53	29	71
ENSG00000263888.1	0	0	0	0
ENSG00000253525.1_7	3	3	5	0
ENSG00000266194.1	0	0	0	0
ENSG00000147606.9_7	3	27	17	12
ENSG00000239134.1	0	0	0	0
ENSG00000253901.1_10	0	0	1	0
ENSG00000200151.1	0	0	0	0
ENSG00000271202.1_5	0	0	0	0
ENSG00000229182.3_7	0	0	0	0
ENSG00000079102.16_16	119	276	289	61
ENSG00000253576.1_8	0	0	0	0
ENSG00000233778.3_7	0	2	3	6
ENSG00000253118.1_7	0	0	0	0
ENSG00000253682.2_11	0	0	0	0
ENSG00000253749.1_10	0	0	0	0
ENSG00000253634.3_11	0	1	4	0
ENSG00000221172.1	0	0	0	0
ENSG00000253177.2_11	6	4	49	5
ENSG00000288005.1_5	0	0	0	0
ENSG00000248858.7_10	9	52	18	0
ENSG00000254020.1_12	0	0	0	0
ENSG00000253577.2_11	0	0	2	5
ENSG00000253197.5_8	4	11	0	0
ENSG00000205133.12_10	845	3747	2216	2013
ENSG00000251347.2_7	0	1	8	0
ENSG00000279847.3_7	0	0	0	0
ENSG00000246662.6_11	2	8	4	0
ENSG00000253960.1_11	0	0	1	3
ENSG00000268080.2_7	0	0	0	0
ENSG00000254089.2_10	3	0	0	0
ENSG00000222416.1_2	0	0	0	0
ENSG00000253781.1_5	0	0	0	0
ENSG00000188343.14_16	83	837	169	1595
ENSG00000271971.1_8	3	66	38	82
ENSG00000253854.1_9	6	46	17	39
ENSG00000183808.12_11	522	1444	581	1792
ENSG00000253722.1_8	0	0	0	0
ENSG00000279331.1_5	7	24	11	13
ENSG00000253848.1_8	0	5	3	0
ENSG00000164953.17_12	191	1103	335	958
ENSG00000254057.1_10	0	1	0	0
ENSG00000254387.1_7	0	8	4	14
ENSG00000164951.16_14	884	7844	1959	8782
ENSG00000264448.5_9	0	0	2	2
ENSG00000251234.1_7	0	0	0	0
ENSG00000240509.1_5	8	9	25	28
ENSG00000263855.1	0	1	0	0
ENSG00000275386.1_7	0	0	0	0
ENSG00000253585.1_10	0	5	2	4
ENSG00000079112.10_9	39	14	20	36
ENSG00000249510.1_10	0	1	3	67
ENSG00000164949.8_9	323	2274	937	1059
ENSG00000244217.1_5	0	2	1	11
ENSG00000197275.14_8	33	118	58	311
ENSG00000265817.4_8	217	132	192	359
ENSG00000164944.12_12	2859	6012	3490	8283
ENSG00000254315.1_8	0	1	1	0
ENSG00000253704.4_12	17	10	40	85
ENSG00000253175.1_7	2	0	0	0
ENSG00000254190.1_7	0	0	0	0
ENSG00000254283.1_7	0	0	0	0
ENSG00000261437.1_7	131	15	93	103
ENSG00000104413.18_12	10169	6361	8518	21242
ENSG00000241003.1_7	2	2	0	0
ENSG00000253429.1_9	0	0	0	0
ENSG00000199701.1	0	0	0	0
ENSG00000156162.16_8	979	2853	1830	4079
ENSG00000254307.2_11	0	0	0	0
ENSG00000164941.14_9	1396	2430	2136	3579
ENSG00000175305.18_8	104	579	131	1524
ENSG00000272509.1_8	9	10	7	0
ENSG00000243979.2_7	0	3	3	1
ENSG00000156170.14_11	360	769	595	1920
ENSG00000238791.1	0	0	0	0
ENSG00000164938.14_7	1160	1953	2108	1415
ENSG00000253528.2_9	0	0	0	0
ENSG00000287322.1_5	0	0	0	0
ENSG00000200525.1	0	0	0	0
ENSG00000245080.7_11	12	1	8	38
ENSG00000254248.1_11	1	1	7	13
ENSG00000175895.5_7	1454	2844	2588	5914
ENSG00000253773.5_11	13	5	12	0
ENSG00000253351.2_9	0	2	3	0
ENSG00000156172.6_8	184	309	284	390
ENSG00000253945.1_7	21	51	50	95
ENSG00000253872.1_9	0	0	0	0
ENSG00000202112.1	0	0	0	0
ENSG00000223297.1	0	0	0	0
ENSG00000254079.1_7	0	0	2	0
ENSG00000248762.2_10	0	0	1	0
ENSG00000183663.6_7	0	0	4	1
ENSG00000271349.1_8	0	0	1	0
ENSG00000270131.1_10	0	0	0	0
ENSG00000156466.11_8	0	50	0	0
ENSG00000156467.10_6	5746	5622	16042	21651
ENSG00000254224.2_11	0	0	10	0
ENSG00000156469.9_10	368	1203	995	3319
ENSG00000156471.13_6	3450	5270	3518	3669
ENSG00000199732.1	1	0	1	0
ENSG00000253105.6_11	1	4	3	0
ENSG00000202095.1	0	0	0	0
ENSG00000169439.12_10	657	4227	1232	496
ENSG00000104324.16_9	707	1910	1075	135
ENSG00000272249.1_8	0	0	1	0
ENSG00000270077.1_9	0	3	7	0
ENSG00000260640.1_8	0	0	0	0
ENSG00000180543.5_8	547	335	628	32
ENSG00000207215.1	0	0	0	0
ENSG00000213750.4_7	0	1	1	0
ENSG00000287654.1_3	0	2	0	0
ENSG00000147649.10_8	7601	17641	11957	38541
ENSG00000202399.1	0	5	0	5
ENSG00000252910.1	1	0	0	0
ENSG00000104341.17_11	3118	7766	4687	6145
ENSG00000270682.1_9	0	0	0	0
ENSG00000270861.1_7	0	0	0	0
ENSG00000253639.1_7	0	0	3	0
ENSG00000243504.1_5	3	4	1	13
ENSG00000132561.14_14	2970	3901	2790	3065
ENSG00000156482.11_9	8106	4660	9556	10626
ENSG00000245970.2_9	6	41	32	93
ENSG00000207067.1	0	0	0	0
ENSG00000288752.2_2	14	13	41	2
ENSG00000252755.1	3	0	1	13
ENSG00000177459.11_7	20	0	67	16
ENSG00000132541.11_8	305	1212	851	2936
ENSG00000104356.11_7	292	1580	371	1099
ENSG00000104361.10_7	5392	3307	7656	2632
ENSG00000252558.1	0	0	0	0
ENSG00000104375.17_10	828	3272	1425	8234
ENSG00000278914.1_7	0	2	0	0
ENSG00000253468.1_10	0	4	0	0
ENSG00000156486.8_9	2	1	5	0
ENSG00000272321.1_8	0	1	4	0
ENSG00000207378.1	0	0	0	0
ENSG00000253911.1_8	0	0	1	0
ENSG00000254112.1_9	0	0	0	0
ENSG00000240870.2_7	0	1	1	1
ENSG00000253415.1_9	0	0	0	0
ENSG00000254312.1_7	0	0	0	0
ENSG00000223281.1	0	3	0	45
ENSG00000271930.1_8	0	12	3	5
ENSG00000164920.10_9	223	340	320	486
ENSG00000253948.4_14	51	30	70	80
ENSG00000229625.3_8	0	0	1	0
ENSG00000263842.1	0	0	0	0
ENSG00000253180.1_9	2	4	0	6
ENSG00000132549.20_12	2920	4800	2218	4155
ENSG00000253562.1_10	0	3	0	0
ENSG00000253532.1_9	0	2	4	0
ENSG00000236583.1_4	0	0	0	0
ENSG00000237704.1_4	0	0	0	0
ENSG00000225017.1_4	0	0	0	0
ENSG00000206699.1	0	0	0	0
ENSG00000207804.1	0	0	0	0
ENSG00000216069.1	0	0	0	0
ENSG00000243254.2	0	1	0	0
ENSG00000235683.1_4	0	1	0	0
ENSG00000253539.1_10	0	1	3	0
ENSG00000253912.1_7	0	0	0	0
ENSG00000164919.11_9	2501	2676	6161	9545
ENSG00000287952.1_3	0	0	1	0
ENSG00000132554.21_15	21	9	17	8
ENSG00000212414.1	0	0	0	0
ENSG00000221753.1	0	0	0	32
ENSG00000156509.14_7	11	47	13	53
ENSG00000147669.11_6	1379	2847	3589	8591
ENSG00000104450.13_5	894	936	931	2417
ENSG00000202310.1	0	0	1	0
ENSG00000253299.1_9	0	0	0	0
ENSG00000199667.1	0	0	1	0
ENSG00000034677.13_8	2297	5085	3444	7476
ENSG00000253217.1_8	0	0	6	0
ENSG00000253824.2_11	0	4	2	16
ENSG00000265599.1	0	0	0	0
ENSG00000253842.2_11	0	3	6	20
ENSG00000253666.4_12	2	10	0	0
ENSG00000254364.1_9	0	0	0	0
ENSG00000186106.11_12	646	616	1563	1471
ENSG00000251013.1_5	0	0	0	0
ENSG00000174226.9_7	285	5	322	50
ENSG00000253740.5_8	0	0	0	0
ENSG00000252764.1	0	0	5	0
ENSG00000070756.17_14	132263	102915	85788	92406
ENSG00000289284.1_1	0	0	3	0
ENSG00000264991.1	0	1	3	0
ENSG00000221527.1	0	0	2	0
ENSG00000202001.1	0	0	1	0
ENSG00000242399.1_7	0	0	4	5
ENSG00000222795.1	0	0	2	0
ENSG00000212994.5_5	0	1	2	19
ENSG00000260368.1_10	36	21	17	27
ENSG00000164924.18_17	67121	101231	74464	172870
ENSG00000242315.2	0	0	0	0
ENSG00000252736.1	0	0	0	0
ENSG00000248599.2_9	51	16	20	99
ENSG00000253395.1_10	2	9	9	17
ENSG00000253355.1_8	0	1	1	11
ENSG00000202360.1	0	1	0	0
ENSG00000253737.1_11	9	0	1	0
ENSG00000261087.1_8	107	110	102	116
ENSG00000120963.12_8	3241	2351	4135	3729
ENSG00000271882.1_9	23	20	17	105
ENSG00000253942.1_8	0	0	0	0
ENSG00000253679.1_10	0	0	1	0
ENSG00000287479.1_6	3	0	0	0
ENSG00000253282.1_8	0	1	1	0
ENSG00000239115.1	0	1	4	0
ENSG00000271560.1_8	0	0	0	0
ENSG00000228224.3_4	17	6	11	465
ENSG00000254063.2_5	10	1	8	0
ENSG00000253644.2_11	0	0	1	0
ENSG00000239211.2	0	0	1	0
ENSG00000254084.1_11	5	4	1	4
ENSG00000254024.1_10	194	2	162	40
ENSG00000289048.2_2	535	56	433	220
ENSG00000083307.12_10	5719	3066	3708	3408
ENSG00000253991.1_10	1	0	2	0
ENSG00000253153.1_9	0	0	0	0
ENSG00000104490.18_10	2145	782	8273	271
ENSG00000253629.1_8	0	0	0	0
ENSG00000238372.1	0	3	0	0
ENSG00000282989.1_7	0	3	1	0
ENSG00000266756.1	0	0	0	0
ENSG00000254492.1_7	0	0	0	0
ENSG00000048392.13_7	900	2964	2844	4255
ENSG00000246263.4_10	9	14	37	17
ENSG00000253328.2_8	0	1	6	35
ENSG00000104517.13_14	6121	11692	5059	13516
ENSG00000272037.1_8	0	11	5	0
ENSG00000238533.1	0	0	0	0
ENSG00000253923.2_9	0	2	4	7
ENSG00000221387.1	0	0	0	0
ENSG00000271612.1_5	0	0	0	0
ENSG00000240724.2_7	0	0	0	0
ENSG00000253633.2_11	6	17	4	0
ENSG00000252593.1	0	0	0	7
ENSG00000155087.4_6	0	1	0	0
ENSG00000253382.3_5	0	0	0	0
ENSG00000155090.15_7	3320	12206	4345	12248
ENSG00000283959.2_7	27	97	13	48
ENSG00000250684.4_8	0	1	0	0
ENSG00000266799.1	0	0	0	0
ENSG00000253669.4_9	89	256	47	96
ENSG00000155096.15_11	4644	10225	8194	11399
ENSG00000253385.1_8	0	0	0	0
ENSG00000289653.1_1	0	0	0	0
ENSG00000253320.7_12	46	92	91	94
ENSG00000253263.1_11	0	1	8	0
ENSG00000244052.1_3	1	1	1	0
ENSG00000201216.1	0	0	2	22
ENSG00000265898.1	0	0	0	0
ENSG00000253663.1_5	0	0	0	0
ENSG00000254236.1_10	0	0	0	0
ENSG00000155097.12_6	1752	5070	3016	7739
ENSG00000253795.1_5	0	1	0	0
ENSG00000253556.1_5	0	0	0	0
ENSG00000253977.1_5	0	0	8	0
ENSG00000265667.1	0	0	0	0
ENSG00000250929.2_7	1	2	34	0
ENSG00000236939.4_11	5	4	15	0
ENSG00000164929.17_7	20	40	117	0
ENSG00000247081.8_13	168	344	168	185
ENSG00000265657.1	0	0	0	0
ENSG00000253851.1_11	0	0	0	0
ENSG00000164930.12_8	2918	8173	3585	12481
ENSG00000286337.1_6	5	6	3	0
ENSG00000164932.13_6	156	4173	291	425
ENSG00000266289.1_9	0	4	2	0
ENSG00000207399.1	2	0	0	0
ENSG00000164933.12_9	0	4	0	0
ENSG00000285982.1_6	0	0	0	0
ENSG00000164934.14_8	1642	3791	2870	9629
ENSG00000288945.1_1	19	16	14	10
ENSG00000261670.1_10	0	3	15	29
ENSG00000271830.1_8	0	3	0	0
ENSG00000253477.5_10	1	2	1	0
ENSG00000176406.25_14	42	35	93	77
ENSG00000255105.1_7	0	0	3	0
ENSG00000254644.1_7	0	0	0	0
ENSG00000238687.1	0	0	0	0
ENSG00000239344.1_7	5	4	3	83
ENSG00000216113.1	0	0	0	0
ENSG00000147647.13_8	0	1	23	0
ENSG00000164935.6_4	0	11	8	0
ENSG00000179577.4_10	10	0	1	2
ENSG00000222158.1	0	1	0	0
ENSG00000266734.1	0	0	0	0
ENSG00000279138.1_7	1	30	11	0
ENSG00000208032.1	0	0	0	0
ENSG00000147650.12_13	420	2610	1393	1232
ENSG00000253454.1_5	0	0	2	0
ENSG00000169946.14_9	73	256	406	94
ENSG00000283157.1_10	0	0	1	0
ENSG00000263732.1	0	0	0	0
ENSG00000243939.1_7	0	2	0	0
ENSG00000253997.1_7	0	0	0	0
ENSG00000240271.1_7	0	0	0	0
ENSG00000254041.1_10	0	0	0	0
ENSG00000253318.1_5	0	0	0	0
ENSG00000243171.1_7	0	0	0	0
ENSG00000251003.9_9	0	211	39	785
ENSG00000253420.1_10	0	0	1	0
ENSG00000254141.1_9	0	1	1	0
ENSG00000243601.1_5	0	1	0	0
ENSG00000253526.1_8	0	0	0	0
ENSG00000201627.1	0	0	0	0
ENSG00000213708.6_7	0	0	0	0
ENSG00000254021.1_10	0	0	0	0
ENSG00000164830.19_14	5310	3005	9526	5163
ENSG00000253582.1_10	41	14	61	5
ENSG00000253676.1_5	3	16	8	19
ENSG00000251892.1	2	0	2	0
ENSG00000174429.4_7	7	1	1055	0
ENSG00000275905.1_7	0	0	0	0
ENSG00000287289.1_3	0	0	3	23
ENSG00000254146.1_7	0	0	0	0
ENSG00000287208.1_5	0	0	0	0
ENSG00000154188.10_13	203	408	602	103
ENSG00000211995.1	0	0	0	0
ENSG00000286766.1_3	0	0	0	0
ENSG00000248838.2_7	0	0	0	0
ENSG00000287949.1_3	0	1	1	1
ENSG00000200806.1_2	0	0	0	0
ENSG00000147655.12_9	0	3	9	11
ENSG00000253228.1_5	0	0	0	0
ENSG00000230948.1_4	0	5	0	0
ENSG00000104408.11_9	14074	17310	34546	27263
ENSG00000289094.1_1	4	24	15	58
ENSG00000253754.1_8	0	2	1	0
ENSG00000243287.2_8	0	1	2	9
ENSG00000104412.8_7	1960	2548	3380	6991
ENSG00000253657.1_7	5	1	0	0
ENSG00000253949.1_8	0	0	0	0
ENSG00000164841.5_7	82	25	47	0
ENSG00000253580.1_5	0	0	0	0
ENSG00000253796.4_12	0	3	8	11
ENSG00000174417.3_4	0	7	0	0
ENSG00000120526.12_8	790	3379	1914	9362
ENSG00000250267.2_8	6	0	7	0
ENSG00000120533.13_9	1645	2836	3181	10306
ENSG00000205038.12_9	178	75	169	92
ENSG00000254185.1_6	0	1	2	0
ENSG00000147654.16_9	997	1844	2052	5138
ENSG00000289767.1_1	0	0	0	0
ENSG00000147642.17_16	945	339	1161	318
ENSG00000252559.1	0	0	0	0
ENSG00000248050.1_9	1	0	10	6
ENSG00000255099.1_7	0	0	0	0
ENSG00000222729.1	0	0	0	0
ENSG00000241385.1_7	0	0	0	0
ENSG00000164794.9_7	0	0	12	0
ENSG00000255402.1_8	0	0	0	0
ENSG00000240590.1_5	1	0	3	6
ENSG00000253956.1_10	0	0	0	0
ENSG00000253107.1_7	0	0	0	0
ENSG00000253122.1_8	0	0	0	9
ENSG00000253717.1_8	0	0	0	0
ENSG00000253994.1_6	0	0	0	0
ENSG00000253877.6_9	5	3	26	15
ENSG00000254241.1_6	0	0	0	0
ENSG00000253103.2_10	0	0	8	0
ENSG00000253489.1_11	0	0	0	29
ENSG00000254124.1_5	0	0	0	0
ENSG00000253434.8_10	0	0	1	0
ENSG00000255033.1_5	0	0	0	0
ENSG00000253156.1_7	0	0	0	0
ENSG00000287942.1_4	0	0	0	0
ENSG00000222146.1	0	0	0	0
ENSG00000164796.18_8	0	331	9	215
ENSG00000286946.1_3	0	0	0	0
ENSG00000264794.1	0	0	0	0
ENSG00000230169.1_5	0	0	0	0
ENSG00000238656.1	0	0	0	0
ENSG00000238399.1	0	0	0	0
ENSG00000227514.3_9	0	0	0	0
ENSG00000221610.1	0	0	0	0
ENSG00000287819.1_3	0	0	0	0
ENSG00000286937.1_3	0	0	0	0
ENSG00000253207.3_10	0	0	0	0
ENSG00000206719.1	0	0	0	0
ENSG00000254339.6_9	0	1	9	0
ENSG00000253499.2_9	0	0	0	0
ENSG00000253756.1_8	0	0	0	0
ENSG00000104447.13_14	4399	1569	4375	2478
ENSG00000227170.1_9	9	0	1	0
ENSG00000249917.3_10	2	2	7	0
ENSG00000199450.1_2	0	0	0	0
ENSG00000221793.1	0	0	0	0
ENSG00000264815.1	0	0	0	0
ENSG00000287826.1_3	19	390	7	136
ENSG00000253672.1_10	0	0	1	0
ENSG00000147677.12_12	10597	9733	13210	19930
ENSG00000289382.2_2	0	10	0	0
ENSG00000147679.12_7	581	1698	1298	4337
ENSG00000164754.16_9	6787	16315	8470	25873
ENSG00000253327.2_8	4	10	33	55
ENSG00000264875.1	0	0	0	0
ENSG00000205002.4_6	63	6	49	0
ENSG00000164756.13_10	0	0	0	0
ENSG00000244033.2	0	0	0	0
ENSG00000253271.2_9	0	0	0	0
ENSG00000253622.1_9	0	0	0	0
ENSG00000240151.2	0	0	0	0
ENSG00000286308.1_3	0	0	3	0
ENSG00000252852.1	0	0	0	0
ENSG00000164758.7_6	345	541	381	859
ENSG00000239917.3_6	3	8	12	16
ENSG00000182197.13_10	2628	16455	2459	7521
ENSG00000177570.15_9	1061	375	1355	66
ENSG00000225885.7_10	2	4	18	26
ENSG00000281641.3_6	12	1	12	0
ENSG00000242206.2_7	0	0	0	10
ENSG00000164761.9_7	266	150	555	101
ENSG00000207334.1	0	0	0	0
ENSG00000254247.1_7	0	0	0	0
ENSG00000184374.3_6	1	7	12	0
ENSG00000254278.1_10	0	1	1	0
ENSG00000147676.14_6	15808	3541	16547	17724
ENSG00000253972.6_9	14	4	3	0
ENSG00000286282.1_6	3	1	4	0
ENSG00000206776.1	0	0	0	0
ENSG00000136999.5_6	261	190	372	367
ENSG00000253398.1_11	0	0	0	0
ENSG00000254037.2_10	0	1	0	0
ENSG00000136960.13_14	817	1012	1173	597
ENSG00000253495.1_5	0	2	0	0
ENSG00000201896.1	0	0	0	0
ENSG00000064313.13_9	1809	3743	1956	4666
ENSG00000286362.1_3	0	6	2	7
ENSG00000136982.6_8	114	437	275	1337
ENSG00000279347.1_10	2	4	1	16
ENSG00000244642.2	0	0	0	0
ENSG00000245330.4_12	1	0	7	0
ENSG00000155792.10_6	1726	43	3394	274
ENSG00000202356.1_2	0	0	0	0
ENSG00000254343.2_10	188	8	549	70
ENSG00000187955.13_11	1593	3598	3647	252
ENSG00000172172.8_8	1426	2597	3439	6504
ENSG00000172167.8_7	189	973	180	1420
ENSG00000172164.15_9	790	931	1952	253
ENSG00000250290.1_7	0	3	6	0
ENSG00000248318.1_8	2	1	1	11
ENSG00000272502.1_8	10	0	11	0
ENSG00000253619.1_8	0	0	24	3
ENSG00000252093.1	0	2	0	0
ENSG00000271219.1_7	0	0	0	0
ENSG00000221644.1	0	0	0	0
ENSG00000239872.1_3	0	0	0	0
ENSG00000263525.1	0	1	0	9
ENSG00000170961.7_7	102	3927	268	318
ENSG00000248690.8_9	7	20	38	51
ENSG00000254209.2_11	0	0	2	0
ENSG00000254303.1_10	4	4	5	14
ENSG00000253814.1_3	0	0	0	0
ENSG00000255364.1_8	44	42	40	0
ENSG00000253819.3_11	50	54	54	73
ENSG00000255325.2_11	0	7	3	10
ENSG00000238901.1	0	0	0	0
ENSG00000263443.1_11	14	1	2	3
ENSG00000235165.2_7	0	0	0	0
ENSG00000272384.2_9	3	4	24	4
ENSG00000272043.2_9	0	0	0	0
ENSG00000178764.8_7	1508	2203	1841	1629
ENSG00000253372.5_9	1	2	3	9
ENSG00000221542.1	0	0	1	0
ENSG00000259631.1_10	0	0	0	0
ENSG00000253607.1_8	0	3	0	0
ENSG00000136986.10_7	2308	5854	3757	3706
ENSG00000156787.17_12	267	803	346	1483
ENSG00000199678.1	0	0	0	0
ENSG00000253463.1_5	1	2	3	0
ENSG00000287657.1_5	0	0	5	0
ENSG00000147689.17_11	5770	13655	1415	3155
ENSG00000221461.1	0	0	0	0
ENSG00000253258.1_11	3	13	2	0
ENSG00000253410.1_9	0	0	0	0
ENSG00000204949.11_12	136	247	59	190
ENSG00000266324.1	0	0	0	0
ENSG00000189376.12_8	97	116	150	251
ENSG00000259305.6_10	5	4	0	23
ENSG00000243498.2_7	1	0	4	0
ENSG00000165156.15_8	4250	4657	7104	14728
ENSG00000222607.1	0	2	1	11
ENSG00000238422.1	0	0	0	0
ENSG00000253336.1_7	10	0	1	45
ENSG00000156802.13_8	1467	7016	1463	19450
ENSG00000252297.1	0	2	0	0
ENSG00000207704.2	0	7	0	0
ENSG00000254388.1_5	0	0	1	0
ENSG00000254294.1_5	0	2	0	0
ENSG00000156795.8_9	245	586	507	656
ENSG00000156804.7_7	3142	2965	5538	1690
ENSG00000254113.1_10	0	0	0	0
ENSG00000251840.1	0	0	0	0
ENSG00000253286.6_10	0	1	4	0
ENSG00000175946.9_5	18	3	279	0
ENSG00000104537.17_11	2	46	3	74
ENSG00000176853.16_7	2660	7220	3630	7790
ENSG00000214814.7_5	41	102	63	127
ENSG00000254000.1_10	0	0	0	5
ENSG00000181171.5_10	0	0	2	6
ENSG00000254249.1_11	0	0	0	0
ENSG00000253868.4_10	0	0	0	0
ENSG00000250727.1_7	0	0	0	0
ENSG00000253885.1_5	0	0	0	0
ENSG00000214803.3_10	0	3	3	0
ENSG00000206724.1	0	0	0	0
ENSG00000253227.2_11	0	19	14	0
ENSG00000237586.3_7	0	1	0	0
ENSG00000164983.9_8	1007	1922	1407	5827
ENSG00000183665.5_4	476	930	632	1273
ENSG00000245149.6_11	62	77	100	16
ENSG00000170881.5_6	1274	2768	3170	4173
ENSG00000147687.19_11	552	1067	1265	3277
ENSG00000253106.1_8	84	40	130	43
ENSG00000147684.10_11	2575	3140	5267	4366
ENSG00000170873.19_12	2035	3583	1759	5369
ENSG00000255491.4_14	25	67	39	30
ENSG00000263735.1	0	0	5	0
ENSG00000249816.8_11	41	51	54	68
ENSG00000250428.1_7	0	0	0	0
ENSG00000255313.2_12	0	0	0	0
ENSG00000286955.1_4	0	0	3	0
ENSG00000180938.6_6	90	164	90	225
ENSG00000253513.1_10	0	0	0	0
ENSG00000104549.12_6	3171	9733	5105	15032
ENSG00000164961.16_8	2414	4462	2920	5866
ENSG00000253167.1_7	6	10	0	0
ENSG00000156831.8_8	691	1449	1324	3606
ENSG00000242170.2	0	5	2	0
ENSG00000254431.1_10	0	2	1	13
ENSG00000173334.4_6	1694	5178	2634	6886
ENSG00000266452.1	0	0	0	0
ENSG00000253111.2_11	0	3	3	32
ENSG00000286122.1_5	0	15	3	6
ENSG00000253470.1_10	0	0	0	0
ENSG00000245164.10_12	8	30	21	63
ENSG00000206695.1	0	0	0	0
ENSG00000253651.1_5	0	0	0	0
ENSG00000254227.1_10	0	0	0	0
ENSG00000250563.1_5	1	0	0	0
ENSG00000253841.1_7	0	0	0	0
ENSG00000221706.1	0	0	0	0
ENSG00000248720.1_7	0	0	0	0
ENSG00000244791.3_10	0	0	0	0
ENSG00000253427.1_8	0	0	0	0
ENSG00000253220.2_10	1	0	6	0
ENSG00000207138.1	0	0	0	0
ENSG00000253530.2_10	0	0	0	0
ENSG00000168672.4_8	3994	1035	5387	2988
ENSG00000253438.5_9	91	50	202	211
ENSG00000253543.1_7	0	0	0	0
ENSG00000212451.1	0	0	0	0
ENSG00000253573.2_12	0	1	3	0
ENSG00000254166.4_11	168	87	256	114
ENSG00000282961.1_4	4	9	30	34
ENSG00000224722.3_7	0	0	0	0
ENSG00000287781.1_5	0	4	1	0
ENSG00000246228.7_10	49	18	33	33
ENSG00000271509.1_7	0	0	0	7
ENSG00000212993.6_12	5	9	25	1
ENSG00000280997.1_4	0	1	0	9
ENSG00000286266.1_4	0	0	0	0
ENSG00000286010.1_6	34	264	44	563
ENSG00000249375.8_10	0	14	6	48
ENSG00000136997.21_17	3895	7136	4430	7553
ENSG00000249859.14_10	175	568	218	475
ENSG00000280055.2_7	0	4	2	0
ENSG00000221771.1	0	0	0	0
ENSG00000207110.1	0	0	0	0
ENSG00000278275.2_12	0	0	0	0
ENSG00000222501.1	0	0	0	0
ENSG00000221176.1	0	0	0	0
ENSG00000221261.1	0	1	0	0
ENSG00000201782.1	0	0	0	0
ENSG00000286034.1_4	0	4	0	0
ENSG00000254275.6_8	0	3	7	32
ENSG00000229140.12_16	13	48	55	36
ENSG00000221351.1	0	0	0	0
ENSG00000287785.2_4	0	0	0	0
ENSG00000253225.1_7	0	1	0	0
ENSG00000222755.1	0	0	0	0
ENSG00000253926.1_8	0	0	0	0
ENSG00000263763.1	0	0	0	0
ENSG00000265513.1	0	0	0	0
ENSG00000266096.1	0	0	0	0
ENSG00000265219.1	0	0	0	0
ENSG00000265687.1	0	0	0	0
ENSG00000264680.1	0	0	0	0
ENSG00000266387.1	0	0	0	0
ENSG00000285108.1_7	271	962	72	249
ENSG00000224110.3_5	0	11	0	0
ENSG00000147697.9_7	2600	3290	2912	4602
ENSG00000254317.1_9	0	17	0	13
ENSG00000153310.22_13	1554	7970	3062	19005
ENSG00000243402.1_8	0	0	0	0
ENSG00000200075.1	0	0	0	0
ENSG00000254263.1_9	0	2	1	0
ENSG00000253720.2_11	3	4	6	43
ENSG00000287195.1_3	9	11	7	14
ENSG00000253043.1	0	1	0	0
ENSG00000264653.1	0	0	0	0
ENSG00000153317.15_13	1064	8391	1486	4626
ENSG00000200304.1	0	0	0	0
ENSG00000280543.1_4	0	4	5	4
ENSG00000212342.1	0	1	0	12
ENSG00000287201.1_3	0	2	0	0
ENSG00000286535.1_3	34	15	21	28
ENSG00000253656.1_10	0	0	2	0
ENSG00000155897.10_8	0	5	8	0
ENSG00000253259.1_11	0	0	0	0
ENSG00000253992.1_8	0	0	0	0
ENSG00000253407.2_11	0	0	0	0
ENSG00000253507.6_8	0	9	2	2
ENSG00000252158.1	0	0	0	0
ENSG00000254255.1_7	0	0	0	0
ENSG00000132294.15_14	3640	9564	6227	16736
ENSG00000253117.5_8	0	0	0	0
ENSG00000258417.3_11	0	0	0	0
ENSG00000132297.13_13	0	0	0	11
ENSG00000184156.17_13	46	595	73	35
ENSG00000253521.2_8	0	0	1	0
ENSG00000129295.10_12	85	111	113	5
ENSG00000222570.1	0	0	1	11
ENSG00000165071.15_15	225	334	357	44
ENSG00000287095.1_3	0	4	4	9
ENSG00000129292.21_12	2163	5862	3704	9878
ENSG00000270137.1_9	0	2	3	0
ENSG00000223697.3_11	8	26	7	28
ENSG00000042832.12_6	67	71	79	40
ENSG00000240237.1_7	0	0	1	0
ENSG00000155926.14_12	190	1039	373	514
ENSG00000287736.1_3	5	8	1	3
ENSG00000104415.14_8	26	3377	92	355
ENSG00000289316.1_1	0	0	0	0
ENSG00000104419.17_17	28729	127344	10111	20861
ENSG00000243537.1_9	0	29	4	20
ENSG00000253638.1_7	1	0	0	0
ENSG00000225259.4_5	8	12	5	12
ENSG00000008513.16_11	2829	2700	2631	469
ENSG00000283176.1_7	0	0	0	0
ENSG00000283197.1_7	0	0	0	0
ENSG00000289050.2_2	11	4	7	0
ENSG00000261220.3_10	17	10	12	9
ENSG00000212273.1	0	1	0	0
ENSG00000289906.1_1	0	0	0	0
